"","data_source","signal","geo_value","time_value","issue","lag","value","stderr","sample_size"
"9629","fb-survey","smoothed_cli","id",2020-11-04,2020-11-09,5,1.7296892,0.2996868,1543.7385
"9630","fb-survey","smoothed_cli","il",2020-11-04,2020-11-09,5,0.9964317,0.0972416,8347.0002
"9631","fb-survey","smoothed_cli","in",2020-11-04,2020-11-09,5,1.099453,0.1358766,4459.0021
"9632","fb-survey","smoothed_cli","ks",2020-11-04,2020-11-09,5,1.1306823,0.2053935,2237.0304
"9633","fb-survey","smoothed_cli","ky",2020-11-04,2020-11-09,5,1.1195841,0.1712843,2926.5143
"9634","fb-survey","smoothed_cli","la",2020-11-04,2020-11-09,5,0.936821,0.1716482,2432.3679
"9635","fb-survey","smoothed_cli","ma",2020-11-04,2020-11-09,5,0.2478125,0.0666967,3847.0095
"9636","fb-survey","smoothed_cli","md",2020-11-04,2020-11-09,5,0.605631,0.1356034,2863.9912
"9637","fb-survey","smoothed_cli","me",2020-11-04,2020-11-09,5,0.6372357,0.1883991,1390
"9638","fb-survey","smoothed_cli","mi",2020-11-04,2020-11-09,5,0.8220135,0.0911805,7599.0288
"9639","fb-survey","smoothed_cli","mn",2020-11-04,2020-11-09,5,0.828854,0.1370897,3434.8532
"9640","fb-survey","smoothed_cli","mo",2020-11-04,2020-11-09,5,1.2296164,0.1645352,3706.9424
"9641","fb-survey","smoothed_cli","ms",2020-11-04,2020-11-09,5,1.0616144,0.2365142,1513.3392
"9642","fb-survey","smoothed_cli","mt",2020-11-04,2020-11-09,5,1.2370173,0.2943805,1131.6695
"9643","fb-survey","smoothed_cli","nc",2020-11-04,2020-11-09,5,0.5426599,0.0901238,5536.003
"9644","fb-survey","smoothed_cli","nd",2020-11-04,2020-11-09,5,2.4760703,0.5848286,618.6086
"9645","fb-survey","smoothed_cli","ne",2020-11-04,2020-11-09,5,1.5280247,0.2897357,1560.7419
"9646","fb-survey","smoothed_cli","nh",2020-11-04,2020-11-09,5,0.3756442,0.1605739,1229
"9647","fb-survey","smoothed_cli","nj",2020-11-04,2020-11-09,5,0.468922,0.0929582,4442.9989
"9648","fb-survey","smoothed_cli","nm",2020-11-04,2020-11-09,5,0.7535088,0.2042079,1465.6117
"9649","fb-survey","smoothed_cli","nv",2020-11-04,2020-11-09,5,1.3131439,0.2799901,1447.2335
"9650","fb-survey","smoothed_cli","ny",2020-11-04,2020-11-09,5,0.427887,0.0619835,8819.0005
"9651","fb-survey","smoothed_cli","oh",2020-11-04,2020-11-09,5,0.7961719,0.0887314,7682.0017
"9652","fb-survey","smoothed_cli","ok",2020-11-04,2020-11-09,5,1.3752374,0.204151,2560.0553
"9653","fb-survey","smoothed_cli","or",2020-11-04,2020-11-09,5,0.4381608,0.1095012,2928.9218
"9654","fb-survey","smoothed_cli","pa",2020-11-04,2020-11-09,5,0.5710914,0.0745641,8212.0054
"9655","fb-survey","smoothed_cli","ri",2020-11-04,2020-11-09,5,0.3122593,0.183474,853.9905
"9656","fb-survey","smoothed_cli","sc",2020-11-04,2020-11-09,5,0.7737592,0.132584,3497.0028
"9657","fb-survey","smoothed_cli","sd",2020-11-04,2020-11-09,5,2.4288597,0.4827291,807.1586
"9658","fb-survey","smoothed_cli","tn",2020-11-04,2020-11-09,5,1.1020433,0.1431147,4224.467
"9659","fb-survey","smoothed_cli","tx",2020-11-04,2020-11-09,5,0.9795295,0.0780643,12663.8947
"9660","fb-survey","smoothed_cli","ut",2020-11-04,2020-11-09,5,1.0211699,0.1837306,2341.988
"9661","fb-survey","smoothed_cli","va",2020-11-04,2020-11-09,5,0.5816294,0.0923893,5198.7284
"9662","fb-survey","smoothed_cli","vt",2020-11-04,2020-11-09,5,0.3909015,0.2351631,603.0019
"9663","fb-survey","smoothed_cli","wa",2020-11-04,2020-11-09,5,0.4347466,0.086128,4604.9693
"9664","fb-survey","smoothed_cli","wi",2020-11-04,2020-11-09,5,1.001079,0.1349756,4305.969
"9665","fb-survey","smoothed_cli","wv",2020-11-04,2020-11-09,5,0.7362398,0.1907346,1529.0052
"9666","fb-survey","smoothed_cli","wy",2020-11-04,2020-11-09,5,2.6317494,0.6388488,537.0417
"9667","fb-survey","smoothed_cli","ak",2020-11-05,2020-11-10,5,1.2634867,0.4236816,587
"9668","fb-survey","smoothed_cli","al",2020-11-05,2020-11-10,5,1.1916292,0.1934006,2364.0589
"9669","fb-survey","smoothed_cli","ar",2020-11-05,2020-11-10,5,1.4971259,0.2492509,1881.7144
"9670","fb-survey","smoothed_cli","az",2020-11-05,2020-11-10,5,0.6408979,0.113969,3829.5629
"9671","fb-survey","smoothed_cli","ca",2020-11-05,2020-11-10,5,0.5296466,0.0550207,13684.2139
"9672","fb-survey","smoothed_cli","co",2020-11-05,2020-11-10,5,0.9484391,0.1455481,3632.9031
"9673","fb-survey","smoothed_cli","ct",2020-11-05,2020-11-10,5,0.733598,0.1525904,2663
"9674","fb-survey","smoothed_cli","dc",2020-11-05,2020-11-10,5,0.8335971,0.4607388,351
"9675","fb-survey","smoothed_cli","de",2020-11-05,2020-11-10,5,0.1636699,0.1112535,723
"9676","fb-survey","smoothed_cli","fl",2020-11-05,2020-11-10,5,0.490958,0.0584368,10944.0012
"9677","fb-survey","smoothed_cli","ga",2020-11-05,2020-11-10,5,0.7997362,0.116033,4270.9644
"9678","fb-survey","smoothed_cli","hi",2020-11-05,2020-11-10,5,0.1576923,0.1259633,650
"9679","fb-survey","smoothed_cli","ia",2020-11-05,2020-11-10,5,1.6916269,0.221526,2901.7381
"9680","fb-survey","smoothed_cli","id",2020-11-05,2020-11-10,5,1.7000382,0.3070005,1483.4477
"9681","fb-survey","smoothed_cli","il",2020-11-05,2020-11-10,5,1.0072711,0.0994898,8110.0007
"9682","fb-survey","smoothed_cli","in",2020-11-05,2020-11-10,5,1.132664,0.1402933,4393.0015
"9683","fb-survey","smoothed_cli","ks",2020-11-05,2020-11-10,5,1.1813494,0.2112917,2213.0313
"9684","fb-survey","smoothed_cli","ky",2020-11-05,2020-11-10,5,1.2563953,0.1841417,2864.5103
"9685","fb-survey","smoothed_cli","la",2020-11-05,2020-11-10,5,0.9949073,0.1785447,2424.3686
"9686","fb-survey","smoothed_cli","ma",2020-11-05,2020-11-10,5,0.2883307,0.0742427,3684.01
"9687","fb-survey","smoothed_cli","md",2020-11-05,2020-11-10,5,0.7148874,0.1462803,2768.9984
"9688","fb-survey","smoothed_cli","me",2020-11-05,2020-11-10,5,0.7291106,0.2070976,1352
"9689","fb-survey","smoothed_cli","mi",2020-11-05,2020-11-10,5,0.8888485,0.0975483,7397.0295
"9690","fb-survey","smoothed_cli","mn",2020-11-05,2020-11-10,5,0.9473428,0.150209,3330.7885
"9691","fb-survey","smoothed_cli","mo",2020-11-05,2020-11-10,5,1.2094166,0.1644724,3659.9489
"9692","fb-survey","smoothed_cli","ms",2020-11-05,2020-11-10,5,1.226012,0.2582818,1499.6361
"9693","fb-survey","smoothed_cli","mt",2020-11-05,2020-11-10,5,1.2644925,0.286075,1079.4528
"9694","fb-survey","smoothed_cli","nc",2020-11-05,2020-11-10,5,0.5621394,0.0916324,5358.0027
"9695","fb-survey","smoothed_cli","nd",2020-11-05,2020-11-10,5,2.5458031,0.5852952,627.8427
"9696","fb-survey","smoothed_cli","ne",2020-11-05,2020-11-10,5,1.6774144,0.3024701,1547.7452
"9697","fb-survey","smoothed_cli","nh",2020-11-05,2020-11-10,5,0.4230585,0.1677581,1192
"9698","fb-survey","smoothed_cli","nj",2020-11-05,2020-11-10,5,0.3938305,0.0857213,4210.9988
"9699","fb-survey","smoothed_cli","nm",2020-11-05,2020-11-10,5,1.0064626,0.2328648,1446.6139
"9700","fb-survey","smoothed_cli","nv",2020-11-05,2020-11-10,5,1.2289923,0.2701071,1417.5133
"9701","fb-survey","smoothed_cli","ny",2020-11-05,2020-11-10,5,0.4080443,0.0609338,8482.0002
"9702","fb-survey","smoothed_cli","oh",2020-11-05,2020-11-10,5,0.8343768,0.0912908,7532.0012
"9703","fb-survey","smoothed_cli","ok",2020-11-05,2020-11-10,5,1.3349073,0.2016275,2577.0553
"9704","fb-survey","smoothed_cli","or",2020-11-05,2020-11-10,5,0.4365249,0.1071634,2842.9191
"9705","fb-survey","smoothed_cli","pa",2020-11-05,2020-11-10,5,0.5701869,0.0767221,7960.0052
"9706","fb-survey","smoothed_cli","ri",2020-11-05,2020-11-10,5,0.2894989,0.1900206,805.99
"9707","fb-survey","smoothed_cli","sc",2020-11-05,2020-11-10,5,0.6611716,0.1246447,3398.0029
"9708","fb-survey","smoothed_cli","sd",2020-11-05,2020-11-10,5,2.8012164,0.5119023,822.2287
"9709","fb-survey","smoothed_cli","tn",2020-11-05,2020-11-10,5,1.0668093,0.1409991,4099.4821
"9710","fb-survey","smoothed_cli","tx",2020-11-05,2020-11-10,5,1.0300458,0.0802964,12408.8934
"9711","fb-survey","smoothed_cli","ut",2020-11-05,2020-11-10,5,1.0210834,0.1845477,2316.0218
"9712","fb-survey","smoothed_cli","va",2020-11-05,2020-11-10,5,0.6510009,0.0984794,4995.9001
"9713","fb-survey","smoothed_cli","vt",2020-11-05,2020-11-10,5,0.420917,0.2531249,560.0019
"9714","fb-survey","smoothed_cli","wa",2020-11-05,2020-11-10,5,0.4359205,0.0854487,4458.9714
"9715","fb-survey","smoothed_cli","wi",2020-11-05,2020-11-10,5,1.0276908,0.1373556,4200.9691
"9716","fb-survey","smoothed_cli","wv",2020-11-05,2020-11-10,5,0.8532625,0.2138789,1495.0546
"9717","fb-survey","smoothed_cli","wy",2020-11-05,2020-11-10,5,2.5069118,0.6278074,524.0198
"9718","fb-survey","smoothed_cli","ak",2020-11-06,2020-11-11,5,1.6503535,0.4864041,613
"9719","fb-survey","smoothed_cli","al",2020-11-06,2020-11-11,5,1.1344505,0.1857345,2458.0522
"9720","fb-survey","smoothed_cli","ar",2020-11-06,2020-11-11,5,1.3616685,0.2316989,1937.4628
"9721","fb-survey","smoothed_cli","az",2020-11-06,2020-11-11,5,0.6135441,0.1109085,3922.6411
"9722","fb-survey","smoothed_cli","ca",2020-11-06,2020-11-11,5,0.5726002,0.0566684,14108.2043
"9723","fb-survey","smoothed_cli","co",2020-11-06,2020-11-11,5,1.1092349,0.1548693,3789.9321
"9724","fb-survey","smoothed_cli","ct",2020-11-06,2020-11-11,5,0.7924752,0.1528067,2768
"9725","fb-survey","smoothed_cli","dc",2020-11-06,2020-11-11,5,0.8218893,0.4543254,356
"9726","fb-survey","smoothed_cli","de",2020-11-06,2020-11-11,5,0.2034378,0.1224122,766
"9727","fb-survey","smoothed_cli","fl",2020-11-06,2020-11-11,5,0.520817,0.0595316,11363.0016
"9728","fb-survey","smoothed_cli","ga",2020-11-06,2020-11-11,5,0.9608029,0.1258245,4463.9614
"9729","fb-survey","smoothed_cli","hi",2020-11-06,2020-11-11,5,0.1579353,0.1261566,649
"9730","fb-survey","smoothed_cli","ia",2020-11-06,2020-11-11,5,1.8680832,0.2277089,3019.5559
"9731","fb-survey","smoothed_cli","id",2020-11-06,2020-11-11,5,1.7125352,0.2981603,1547.4574
"9732","fb-survey","smoothed_cli","il",2020-11-06,2020-11-11,5,0.9981551,0.0971931,8444.0227
"9733","fb-survey","smoothed_cli","in",2020-11-06,2020-11-11,5,1.2071898,0.1424706,4634.0019
"9734","fb-survey","smoothed_cli","ks",2020-11-06,2020-11-11,5,1.2621935,0.2121605,2292.0316
"9735","fb-survey","smoothed_cli","ky",2020-11-06,2020-11-11,5,1.2280417,0.1799429,2999.5134
"9736","fb-survey","smoothed_cli","la",2020-11-06,2020-11-11,5,1.0356295,0.1763248,2528.5522
"9737","fb-survey","smoothed_cli","ma",2020-11-06,2020-11-11,5,0.323979,0.0787137,3762.011
"9738","fb-survey","smoothed_cli","md",2020-11-06,2020-11-11,5,0.6623465,0.1364727,2887.9983
"9739","fb-survey","smoothed_cli","me",2020-11-06,2020-11-11,5,0.5919613,0.1804707,1440
"9740","fb-survey","smoothed_cli","mi",2020-11-06,2020-11-11,5,0.9054562,0.0976031,7659.0293
"9741","fb-survey","smoothed_cli","mn",2020-11-06,2020-11-11,5,1.0329914,0.1536047,3439.4717
"9742","fb-survey","smoothed_cli","mo",2020-11-06,2020-11-11,5,1.3664371,0.1704092,3835.9998
"9743","fb-survey","smoothed_cli","ms",2020-11-06,2020-11-11,5,1.2484943,0.2533554,1577.345
"9744","fb-survey","smoothed_cli","mt",2020-11-06,2020-11-11,5,1.4360399,0.3071115,1095.2471
"9745","fb-survey","smoothed_cli","nc",2020-11-06,2020-11-11,5,0.6162116,0.0961561,5491.0044
"9746","fb-survey","smoothed_cli","nd",2020-11-06,2020-11-11,5,2.531679,0.5665133,658.8775
"9747","fb-survey","smoothed_cli","ne",2020-11-06,2020-11-11,5,1.6833616,0.2908606,1624.7596
"9748","fb-survey","smoothed_cli","nh",2020-11-06,2020-11-11,5,0.5161951,0.1708508,1232
"9749","fb-survey","smoothed_cli","nj",2020-11-06,2020-11-11,5,0.366927,0.0807592,4303.9984
"9750","fb-survey","smoothed_cli","nm",2020-11-06,2020-11-11,5,1.0623589,0.240569,1508.5948
"9751","fb-survey","smoothed_cli","nv",2020-11-06,2020-11-11,5,1.3872907,0.2817547,1443.523
"9752","fb-survey","smoothed_cli","ny",2020-11-06,2020-11-11,5,0.452529,0.0634209,8792.9996
"9753","fb-survey","smoothed_cli","oh",2020-11-06,2020-11-11,5,0.8553425,0.0917807,7854.001
"9754","fb-survey","smoothed_cli","ok",2020-11-06,2020-11-11,5,1.2665357,0.1883087,2701.0552
"9755","fb-survey","smoothed_cli","or",2020-11-06,2020-11-11,5,0.3826144,0.098367,2916.9194
"9756","fb-survey","smoothed_cli","pa",2020-11-06,2020-11-11,5,0.6116855,0.0776565,8285.0052
"9757","fb-survey","smoothed_cli","ri",2020-11-06,2020-11-11,5,0.2241267,0.1546773,817.989
"9758","fb-survey","smoothed_cli","sc",2020-11-06,2020-11-11,5,0.5255346,0.1070352,3544.0029
"9759","fb-survey","smoothed_cli","sd",2020-11-06,2020-11-11,5,3.2746706,0.5481849,865.9089
"9760","fb-survey","smoothed_cli","tn",2020-11-06,2020-11-11,5,1.0547873,0.1397956,4213.4784
"9761","fb-survey","smoothed_cli","tx",2020-11-06,2020-11-11,5,1.0577728,0.0787957,12910.9961
"9762","fb-survey","smoothed_cli","ut",2020-11-06,2020-11-11,5,1.2115876,0.2023576,2343.8292
"9763","fb-survey","smoothed_cli","va",2020-11-06,2020-11-11,5,0.5984269,0.0931014,5183.6717
"9764","fb-survey","smoothed_cli","vt",2020-11-06,2020-11-11,5,0.5585911,0.2880175,601.0019
"9765","fb-survey","smoothed_cli","wa",2020-11-06,2020-11-11,5,0.4923712,0.0885073,4595.9704
"9766","fb-survey","smoothed_cli","wi",2020-11-06,2020-11-11,5,1.1669928,0.1432047,4350.9699
"9767","fb-survey","smoothed_cli","wv",2020-11-06,2020-11-11,5,0.8461588,0.2099098,1537.1041
"9768","fb-survey","smoothed_cli","wy",2020-11-06,2020-11-11,5,1.9924313,0.5526407,533.9805
"9769","fb-survey","smoothed_cli","ak",2020-11-07,2020-11-12,5,1.8804213,0.5532931,538
"9770","fb-survey","smoothed_cli","al",2020-11-07,2020-11-12,5,1.4704546,0.2228272,2285.0455
"9771","fb-survey","smoothed_cli","ar",2020-11-07,2020-11-12,5,1.4608511,0.2542383,1737.4628
"9772","fb-survey","smoothed_cli","az",2020-11-07,2020-11-12,5,0.8145764,0.1348937,3492.6411
"9773","fb-survey","smoothed_cli","ca",2020-11-07,2020-11-12,5,0.6310929,0.0632309,12604.1479
"9774","fb-survey","smoothed_cli","co",2020-11-07,2020-11-12,5,1.1142112,0.1636244,3440.9318
"9775","fb-survey","smoothed_cli","ct",2020-11-07,2020-11-12,5,0.9251976,0.1752203,2470
"9776","fb-survey","smoothed_cli","dc",2020-11-07,2020-11-12,5,0.9876543,0.5384497,330
"9777","fb-survey","smoothed_cli","de",2020-11-07,2020-11-12,5,0.2238985,0.1346661,696
"9778","fb-survey","smoothed_cli","fl",2020-11-07,2020-11-12,5,0.5310027,0.0635674,10166.0016
"9779","fb-survey","smoothed_cli","ga",2020-11-07,2020-11-12,5,0.9230716,0.1273174,4074.9683
"9780","fb-survey","smoothed_cli","hi",2020-11-07,2020-11-12,5,0.1801406,0.1438148,569
"9781","fb-survey","smoothed_cli","ia",2020-11-07,2020-11-12,5,1.9812042,0.2428219,2818.544
"9782","fb-survey","smoothed_cli","id",2020-11-07,2020-11-12,5,1.6597373,0.3041897,1390.4469
"9783","fb-survey","smoothed_cli","il",2020-11-07,2020-11-12,5,1.0090675,0.1026716,7667.0227
"9784","fb-survey","smoothed_cli","in",2020-11-07,2020-11-12,5,1.2719078,0.1529732,4224.9993
"9785","fb-survey","smoothed_cli","ks",2020-11-07,2020-11-12,5,1.268089,0.217122,2123.0315
"9786","fb-survey","smoothed_cli","ky",2020-11-07,2020-11-12,5,1.3080588,0.1938665,2701.4312
"9787","fb-survey","smoothed_cli","la",2020-11-07,2020-11-12,5,1.0476793,0.1874895,2312.5521
"9788","fb-survey","smoothed_cli","ma",2020-11-07,2020-11-12,5,0.4117668,0.0956521,3405.0105
"9789","fb-survey","smoothed_cli","md",2020-11-07,2020-11-12,5,0.6212447,0.1379263,2622.9983
"9790","fb-survey","smoothed_cli","me",2020-11-07,2020-11-12,5,0.6446423,0.1957787,1278
"9791","fb-survey","smoothed_cli","mi",2020-11-07,2020-11-12,5,1.0520151,0.1095372,7006.03
"9792","fb-survey","smoothed_cli","mn",2020-11-07,2020-11-12,5,1.1514596,0.1707735,3133.2332
"9793","fb-survey","smoothed_cli","mo",2020-11-07,2020-11-12,5,1.5070762,0.1856393,3550.9999
"9794","fb-survey","smoothed_cli","ms",2020-11-07,2020-11-12,5,1.4407315,0.2828128,1438.565
"9795","fb-survey","smoothed_cli","mt",2020-11-07,2020-11-12,5,1.5434065,0.3323891,984.5581
"9796","fb-survey","smoothed_cli","nc",2020-11-07,2020-11-12,5,0.7030661,0.1067487,4898.0041
"9797","fb-survey","smoothed_cli","nd",2020-11-07,2020-11-12,5,2.65199,0.6031528,604.5744
"9798","fb-survey","smoothed_cli","ne",2020-11-07,2020-11-12,5,1.8791955,0.3167279,1482.4649
"9799","fb-survey","smoothed_cli","nh",2020-11-07,2020-11-12,5,0.40887,0.1421555,1107
"9800","fb-survey","smoothed_cli","nj",2020-11-07,2020-11-12,5,0.4265867,0.0922365,3806.9987
"9801","fb-survey","smoothed_cli","nm",2020-11-07,2020-11-12,5,0.9438384,0.2335408,1383.6988
"9802","fb-survey","smoothed_cli","nv",2020-11-07,2020-11-12,5,1.4709447,0.3109371,1294.5795
"9803","fb-survey","smoothed_cli","ny",2020-11-07,2020-11-12,5,0.4598737,0.0673878,7878.9993
"9804","fb-survey","smoothed_cli","oh",2020-11-07,2020-11-12,5,0.9156803,0.1002028,7149.0039
"9805","fb-survey","smoothed_cli","ok",2020-11-07,2020-11-12,5,1.2368447,0.1945254,2477.8122
"9806","fb-survey","smoothed_cli","or",2020-11-07,2020-11-12,5,0.3941088,0.1055741,2630.9203
"9807","fb-survey","smoothed_cli","pa",2020-11-07,2020-11-12,5,0.6173463,0.0797086,7526.0049
"9808","fb-survey","smoothed_cli","ri",2020-11-07,2020-11-12,5,0.2074717,0.1688731,722.9895
"9809","fb-survey","smoothed_cli","sc",2020-11-07,2020-11-12,5,0.5479686,0.1170982,3186.0028
"9810","fb-survey","smoothed_cli","sd",2020-11-07,2020-11-12,5,3.5951924,0.6004843,784.4748
"9811","fb-survey","smoothed_cli","tn",2020-11-07,2020-11-12,5,1.1269198,0.1544361,3753.55
"9812","fb-survey","smoothed_cli","tx",2020-11-07,2020-11-12,5,1.2044719,0.0886782,11788.135
"9813","fb-survey","smoothed_cli","ut",2020-11-07,2020-11-12,5,1.1748103,0.210801,2083.8292
"9814","fb-survey","smoothed_cli","va",2020-11-07,2020-11-12,5,0.6611284,0.1056987,4671.4694
"9815","fb-survey","smoothed_cli","vt",2020-11-07,2020-11-12,5,0.870453,0.3630458,558.0018
"9816","fb-survey","smoothed_cli","wa",2020-11-07,2020-11-12,5,0.5406234,0.0993077,4147.9702
"9817","fb-survey","smoothed_cli","wi",2020-11-07,2020-11-12,5,1.2262545,0.1552416,3974.9698
"9818","fb-survey","smoothed_cli","wv",2020-11-07,2020-11-12,5,0.7262977,0.1977375,1435.1033
"9819","fb-survey","smoothed_cli","wy",2020-11-07,2020-11-12,5,1.7858413,0.5272495,497.9614
"9820","fb-survey","smoothed_cli","ak",2020-11-08,2020-11-13,5,2.0006817,0.6045795,489
"9821","fb-survey","smoothed_cli","al",2020-11-08,2020-11-13,5,1.647234,0.2565887,2077.0455
"9822","fb-survey","smoothed_cli","ar",2020-11-08,2020-11-13,5,1.4722571,0.2734947,1563.6322
"9823","fb-survey","smoothed_cli","az",2020-11-08,2020-11-13,5,0.9619474,0.1567264,3103.1094
"9824","fb-survey","smoothed_cli","ca",2020-11-08,2020-11-13,5,0.6280378,0.0672325,11015.2014
"9825","fb-survey","smoothed_cli","co",2020-11-08,2020-11-13,5,1.2562812,0.181387,3092.9309
"9826","fb-survey","smoothed_cli","ct",2020-11-08,2020-11-13,5,0.9423081,0.1864928,2151
"9827","fb-survey","smoothed_cli","dc",2020-11-08,2020-11-13,5,1.1557657,0.6290702,282
"9828","fb-survey","smoothed_cli","de",2020-11-08,2020-11-13,5,0.3739496,0.2228185,595
"9829","fb-survey","smoothed_cli","fl",2020-11-08,2020-11-13,5,0.6105837,0.072402,9030.0016
"9830","fb-survey","smoothed_cli","ga",2020-11-08,2020-11-13,5,0.8877261,0.133149,3668.9683
"9831","fb-survey","smoothed_cli","hi",2020-11-08,2020-11-13,5,0.1031434,0.127685,509
"9832","fb-survey","smoothed_cli","ia",2020-11-08,2020-11-13,5,2.1559012,0.2644328,2529.5177
"9833","fb-survey","smoothed_cli","id",2020-11-08,2020-11-13,5,1.8417166,0.3373013,1258.3408
"9834","fb-survey","smoothed_cli","il",2020-11-08,2020-11-13,5,1.2183945,0.1193318,6932.0222
"9835","fb-survey","smoothed_cli","in",2020-11-08,2020-11-13,5,1.2224294,0.1590989,3830.0001
"9836","fb-survey","smoothed_cli","ks",2020-11-08,2020-11-13,5,1.5619751,0.2476133,1946.0016
"9837","fb-survey","smoothed_cli","ky",2020-11-08,2020-11-13,5,1.4499465,0.2120955,2484.4312
"9838","fb-survey","smoothed_cli","la",2020-11-08,2020-11-13,5,1.1409544,0.2104254,2052.3674
"9839","fb-survey","smoothed_cli","ma",2020-11-08,2020-11-13,5,0.5010968,0.1131696,3014.0105
"9840","fb-survey","smoothed_cli","md",2020-11-08,2020-11-13,5,0.5933775,0.1435449,2366.9985
"9841","fb-survey","smoothed_cli","me",2020-11-08,2020-11-13,5,0.8360871,0.2482046,1124
"9842","fb-survey","smoothed_cli","mi",2020-11-08,2020-11-13,5,1.1757912,0.1200717,6343.0129
"9843","fb-survey","smoothed_cli","mn",2020-11-08,2020-11-13,5,1.4541511,0.1999531,2845.2891
"9844","fb-survey","smoothed_cli","mo",2020-11-08,2020-11-13,5,1.6260982,0.2029527,3180.9878
"9845","fb-survey","smoothed_cli","ms",2020-11-08,2020-11-13,5,1.4692215,0.3077407,1289.2411
"9846","fb-survey","smoothed_cli","mt",2020-11-08,2020-11-13,5,1.7123448,0.3698698,911.5757
"9847","fb-survey","smoothed_cli","nc",2020-11-08,2020-11-13,5,0.6836488,0.1114745,4335.0048
"9848","fb-survey","smoothed_cli","nd",2020-11-08,2020-11-13,5,2.7132627,0.631742,556.557
"9849","fb-survey","smoothed_cli","ne",2020-11-08,2020-11-13,5,2.1740224,0.3537348,1367.4938
"9850","fb-survey","smoothed_cli","nh",2020-11-08,2020-11-13,5,0.4913776,0.163719,972
"9851","fb-survey","smoothed_cli","nj",2020-11-08,2020-11-13,5,0.485927,0.1042048,3297.9986
"9852","fb-survey","smoothed_cli","nm",2020-11-08,2020-11-13,5,1.2200224,0.2761965,1282.233
"9853","fb-survey","smoothed_cli","nv",2020-11-08,2020-11-13,5,1.4351663,0.3151328,1144.5259
"9854","fb-survey","smoothed_cli","ny",2020-11-08,2020-11-13,5,0.4859735,0.0741659,6876.9995
"9855","fb-survey","smoothed_cli","oh",2020-11-08,2020-11-13,5,1.0092686,0.109896,6495.0033
"9856","fb-survey","smoothed_cli","ok",2020-11-08,2020-11-13,5,1.0680673,0.1848634,2281.8129
"9857","fb-survey","smoothed_cli","or",2020-11-08,2020-11-13,5,0.5299299,0.1313702,2372.02
"9858","fb-survey","smoothed_cli","pa",2020-11-08,2020-11-13,5,0.8110923,0.0980636,6682.0041
"9859","fb-survey","smoothed_cli","ri",2020-11-08,2020-11-13,5,0.1548012,0.1335775,645.9895
"9860","fb-survey","smoothed_cli","sc",2020-11-08,2020-11-13,5,0.5664936,0.1227338,2920.003
"9861","fb-survey","smoothed_cli","sd",2020-11-08,2020-11-13,5,3.6299928,0.6323799,726.4615
"9862","fb-survey","smoothed_cli","tn",2020-11-08,2020-11-13,5,1.3712027,0.1816276,3351.5606
"9863","fb-survey","smoothed_cli","tx",2020-11-08,2020-11-13,5,1.3621958,0.0994961,10670.1557
"9864","fb-survey","smoothed_cli","ut",2020-11-08,2020-11-13,5,1.4438692,0.2571776,1818.8268
"9865","fb-survey","smoothed_cli","va",2020-11-08,2020-11-13,5,0.5974242,0.1073327,4146.4555
"9866","fb-survey","smoothed_cli","vt",2020-11-08,2020-11-13,5,0.6768415,0.3420548,496.0014
"9867","fb-survey","smoothed_cli","wa",2020-11-08,2020-11-13,5,0.5661356,0.1066339,3693.9768
"9868","fb-survey","smoothed_cli","wi",2020-11-08,2020-11-13,5,1.4688503,0.1816237,3621.9861
"9869","fb-survey","smoothed_cli","wv",2020-11-08,2020-11-13,5,0.6045838,0.1917469,1312.1027
"9870","fb-survey","smoothed_cli","wy",2020-11-08,2020-11-13,5,1.9024121,0.5784848,449.9546
"9871","fb-survey","smoothed_cli","ak",2020-11-09,2020-11-14,5,1.8470418,0.6194363,462
"9872","fb-survey","smoothed_cli","al",2020-11-09,2020-11-14,5,1.8759987,0.2810149,2012.0537
"9873","fb-survey","smoothed_cli","ar",2020-11-09,2020-11-14,5,1.5385519,0.2800968,1478.6257
"9874","fb-survey","smoothed_cli","az",2020-11-09,2020-11-14,5,1.0440597,0.1644632,2983.1094
"9875","fb-survey","smoothed_cli","ca",2020-11-09,2020-11-14,5,0.6525514,0.0704919,10789.6929
"9876","fb-survey","smoothed_cli","co",2020-11-09,2020-11-14,5,1.3657975,0.1903471,3049.9328
"9877","fb-survey","smoothed_cli","ct",2020-11-09,2020-11-14,5,0.9433041,0.1863231,2081
"9878","fb-survey","smoothed_cli","dc",2020-11-09,2020-11-14,5,1.6572993,0.787839,257
"9879","fb-survey","smoothed_cli","de",2020-11-09,2020-11-14,5,0.4411765,0.2402342,561
"9880","fb-survey","smoothed_cli","fl",2020-11-09,2020-11-14,5,0.6848694,0.0787394,8523.0015
"9881","fb-survey","smoothed_cli","ga",2020-11-09,2020-11-14,5,0.9598242,0.1465198,3467.9651
"9882","fb-survey","smoothed_cli","hi",2020-11-09,2020-11-14,5,0.3363154,0.2384555,503
"9883","fb-survey","smoothed_cli","ia",2020-11-09,2020-11-14,5,2.1479647,0.2655225,2535.5505
"9884","fb-survey","smoothed_cli","id",2020-11-09,2020-11-14,5,2.0783063,0.3589312,1185.5952
"9885","fb-survey","smoothed_cli","il",2020-11-09,2020-11-14,5,1.4641305,0.1344666,6635.0223
"9886","fb-survey","smoothed_cli","in",2020-11-09,2020-11-14,5,1.3967567,0.1734713,3683.0032
